scenario_id,scenario_nome,disciplina,area,durata_anni,territorio,tipo_territorio,stock_medici_attivi,pensionamenti_stimati_5y,esodo_dimissioni_stimato_5y,uscite_totali_ssn_5y,moltiplicatore_demografico,fabbisogno_netto_ssn_2031,capacita_assorbimento_privato,fabbisogno_totale_2031,nuovi_diplomati_effettivi_5y,saldo_netto_ssn,isoo,probabilita_bando_ssn_pct,verdetto_carriera_2031,semaforo,dettaglio_prospettiva,qol_score_base,rep_lorda_annua,rep_privato_stimato
scenario_baseline,Scenario 1: Baseline (Inerziale),Allergologia ed immunologia clinica,Medica,4,Valle d'Aosta,Regione,1,0,0,0,0.997,0,0,0,0,0,2.0,95.0,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",86.0,112900.0,36500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Allergologia ed immunologia clinica,Medica,4,Veneto,Regione,18,6,2,8,1.0,8,10,18,34,26,1.889,29.6,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",86.0,112900.0,36500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Allergologia ed immunologia clinica,Medica,4,P.A. Bolzano,Regione,2,1,0,1,1.008,1,1,2,5,4,2.5,25.1,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",86.0,112900.0,36500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Allergologia ed immunologia clinica,Medica,4,P.A. Trento,Regione,2,1,0,1,1.007,1,1,2,5,4,2.5,25.1,Pletora / Grave Saturazione,Rosso,"Forte esubero di specialisti rispetto alle posizioni ospedaliere disponibili al 2031; altissima concorrenza nei concorsi, sbocco quasi obbligato nella libera professione pura.",86.0,112900.0,36500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Italia (Nazionale),Nazionale,950,361,95,456,0.998,455,344,799,619,164,0.775,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Abruzzo,Regione,20,8,2,10,0.994,10,8,18,15,5,0.833,99.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Basilicata,Regione,8,3,1,4,0.978,4,3,7,5,1,0.714,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Calabria,Regione,29,12,3,15,0.988,15,11,26,20,5,0.769,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Campania,Regione,90,34,9,43,0.991,43,33,76,59,16,0.776,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Emilia-Romagna,Regione,72,27,7,34,1.005,34,25,59,45,11,0.763,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Friuli-Venezia Giulia,Regione,19,7,2,9,0.998,9,8,17,15,6,0.882,98.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Lazio,Regione,92,35,9,44,0.998,44,33,77,59,15,0.766,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Liguria,Regione,24,10,2,12,1.001,12,8,20,15,3,0.75,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Lombardia,Regione,162,58,16,74,1.004,74,58,132,104,30,0.788,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Marche,Regione,24,9,2,11,0.996,11,8,19,15,4,0.789,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Molise,Regione,5,2,0,2,0.984,2,3,5,5,3,1.0,65.4,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Piemonte,Regione,69,26,7,33,0.999,33,25,58,45,12,0.776,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Puglia,Regione,62,24,6,30,0.989,30,22,52,40,10,0.769,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Sardegna,Regione,25,10,2,12,0.984,12,8,20,15,3,0.75,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Sicilia,Regione,77,31,8,39,0.991,39,28,67,50,11,0.746,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Toscana,Regione,59,22,6,28,0.999,28,22,50,40,12,0.8,99.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Umbria,Regione,14,5,1,6,0.994,6,6,12,10,4,0.833,98.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Valle d'Aosta,Regione,2,1,0,1,0.997,1,0,1,0,-1,0.0,95.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,Veneto,Regione,78,28,8,36,1.0,36,28,64,50,14,0.781,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,P.A. Bolzano,Regione,9,3,1,4,1.008,4,3,7,5,1,0.714,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Dermatologia e venereologia,Medica,4,P.A. Trento,Regione,9,3,1,4,1.007,4,3,7,5,1,0.714,99.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,93.8,145400.0,69400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Italia (Nazionale),Nazionale,1450,551,145,696,1.042,726,128,854,969,243,1.135,82.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Abruzzo,Regione,31,12,3,15,1.045,16,3,19,19,3,1.0,92.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Basilicata,Regione,13,5,1,6,1.043,6,1,7,10,4,1.429,66.1,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Calabria,Regione,45,18,4,22,1.048,23,4,27,28,5,1.037,90.5,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Campania,Regione,137,52,14,66,1.063,70,12,82,90,20,1.098,85.7,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Emilia-Romagna,Regione,110,42,11,53,1.045,55,9,64,71,16,1.109,85.4,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Friuli-Venezia Giulia,Regione,29,11,3,14,1.038,15,3,18,19,4,1.056,87.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Lazio,Regione,140,53,14,67,1.057,71,13,84,95,24,1.131,82.3,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Liguria,Regione,37,15,4,19,1.033,20,3,23,24,4,1.043,91.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Lombardia,Regione,248,90,25,115,1.054,121,22,143,166,45,1.161,80.3,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Marche,Regione,36,14,4,18,1.042,19,3,22,24,5,1.091,87.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Molise,Regione,7,3,1,4,1.034,4,1,5,5,1,1.0,88.1,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Piemonte,Regione,105,40,10,50,1.034,52,9,61,71,19,1.164,80.7,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Puglia,Regione,95,36,10,46,1.049,48,8,56,62,14,1.107,85.3,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Sardegna,Regione,38,14,4,18,1.048,19,3,22,24,5,1.091,87.2,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Sicilia,Regione,117,47,12,59,1.047,62,11,73,81,19,1.11,84.3,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Toscana,Regione,90,34,9,43,1.037,45,8,53,62,17,1.17,80.0,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Umbria,Regione,21,8,2,10,1.038,10,2,12,14,4,1.167,78.7,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Valle d'Aosta,Regione,3,1,0,1,1.053,1,0,1,0,-1,0.0,95.0,Carenza Severa (Assunzione Immediata),Verde Scuro,Posti vacanti diffusi e concorsi spesso deserti; altissima probabilità di assunzione prima del titolo o subito dopo (Decreto Calabria).,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,Veneto,Regione,119,43,12,55,1.056,58,11,69,81,23,1.174,78.9,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,P.A. Bolzano,Regione,13,5,1,6,1.079,6,1,7,10,4,1.429,66.1,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Ematologia,Medica,4,P.A. Trento,Regione,13,5,1,6,1.064,6,1,7,10,4,1.429,66.1,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,58.3,94600.0,16500.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Italia (Nazionale),Nazionale,1100,418,110,528,1.042,550,364,914,980,430,1.072,75.8,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Abruzzo,Regione,24,9,2,11,1.045,11,7,18,20,9,1.111,74.3,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Basilicata,Regione,10,4,1,5,1.043,5,4,9,10,5,1.111,67.6,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Calabria,Regione,34,14,3,17,1.048,18,11,29,29,11,1.0,83.9,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Campania,Regione,104,40,10,50,1.063,53,35,88,93,40,1.057,77.0,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Emilia-Romagna,Regione,84,32,8,40,1.045,42,27,69,74,32,1.072,76.7,Equilibrio Fisiologico,Verde Chiaro,Buon bilanciamento tra uscite e nuovi specialisti; accesso regolare al SSN tramite concorso e spazio nel settore convenzionato.,85.3,122900.0,46400.0
scenario_baseline,Scenario 1: Baseline (Inerziale),Endocrinologia e malattie del metabolismo,Medica,4,Friuli-Venezia Giulia,Regione,22,8,2,10,1.038,10,7,17,20,10,1.176,67.6,Competitivo / Rischio Saturazione,Giallo,Graduatorie concorsuali affollate; tempi di attesa per tempo indeterminato SSN mediamente più lunghi; necessario appoggiarsi al privato accreditato.,85.3,122900.0,46400.0
